from,to
342921,22
343884,7
344467,51
345489,24
347624,22
349604,41
349999,22
351029,30
351031,38
351068,18
351488,31
351501,29
351574,41
351580,18
351917,37
353531,57
353718,22
353723,56
353959,30
354001,37
354154,21
354169,32
354640,57
354815,47
354993,31
355399,23
355968,23
356173,38
356683,44
357310,2
357656,36
357845,7
358176,7
359174,22
359199,13
359785,22
359790,7
360442,11
360659,16
360877,38
361765,58
362158,18
362199,29
363498,38
363925,1
364297,38
366358,22
366673,22
367053,30
367501,18
368035,36
368070,25
370208,4
370275,30
370592,31
371814,22
371984,15
372067,15
372152,17
372296,41
372406,13
372865,22
373642,22
373663,58
374263,22
375621,32
376121,44
376410,23
377410,27
377928,30
378675,24
379333,22
379504,18
379664,30
379868,13
380560,18
380942,27
381235,37
381932,41
384311,22
384341,1
384666,51
384960,38
385050,2
385135,24
385358,54
385596,32
386024,38
386890,18
387293,18
387543,0
387992,51
388802,7
389370,11
389602,44
389739,22
390239,18
390257,15
390262,23
390902,10
391461,36
391467,25
393010,4
393587,17
393685,10
394425,29
394877,37
395214,32
395540,23
396121,18
396205,2
396556,41
397126,21
397349,2
397699,38
397905,36
398639,58
399263,42
399699,23
400293,30
400675,11
401156,32
401232,31
402132,58
402134,18
402414,22
402912,54
403262,38
404015,30
404952,40
405329,18
405416,22
406923,21
406951,22
407045,5
407610,41
407693,58
407803,24
407851,25
408357,38
408707,1
409119,41
409753,32
410429,38
411410,18
411807,56
412196,4
412198,4
413735,17
413834,51
414038,0
414656,22
415220,24
415474,38
415477,7
415575,11
415615,30
416440,11
416661,51
417121,29
417194,38
417728,0
418074,8
418155,41
418266,24
418530,13
419778,25
420666,21
421091,1
421126,17
421428,21
421671,36
421829,22
422877,15
422974,13
423174,2
424266,58
424853,18
425667,1
425769,21
425876,18
425899,4
426296,22
426314,1
426775,37
427436,0
427934,4
427981,23
427986,5
429054,29
429246,7
430119,2
430708,18
431311,18
431594,58
432806,4
432906,41
433345,24
433724,2
435399,1
435615,30
435905,58
436135,1
436225,22
437492,51
437593,13
437969,22
438091,4
438491,47
438493,0
439330,54
439749,7
440563,22
440892,38
440998,27
441591,22
441612,31
441852,25
442179,16
442228,37
442638,17
442709,58
442711,18
442918,22
443139,38
444534,40
444903,38
445245,18
446121,22
446437,13
448674,58
448933,1
449166,23
449352,1
449833,4
449951,22
450593,21
450711,22
450832,32
451592,0
451817,15
452027,23
452090,7
452291,51
452404,17
452611,18
452627,38
455010,22
455043,18
455271,36
455691,24
455784,58
458892,38
459074,38
459348,17
459448,25
459462,47
459803,4
460382,15
460573,1
461065,18
461279,51
461659,32
462195,18
462435,2
463967,18
464120,4
464597,22
464936,4
465391,38
465399,22
465704,22
466013,24
466467,27
466856,13
467247,18
467429,17
468271,17
469708,38
471175,22
472889,2
474653,17
474858,17
474935,30
476261,22
476682,21
477577,18
477685,17
477779,7
477876,5
477995,5
478465,31
479423,56
479492,27
479677,22
479713,32
479889,18
480734,44
481352,58
481408,23
483386,22
484795,1
485986,21
486006,58
486172,42
486980,22
487365,28
487593,13
487767,7
488181,36
488515,2
488727,23
490263,32
492643,21
492925,37
493046,29
493109,21
493110,58
494042,2
494100,32
494138,44
494555,7
495833,18
496592,29
496670,58
497012,57
497170,38
498018,22
498271,18
498700,51
498736,15
498805,51
499494,40
499691,18
500180,41
500197,22
500538,29
500627,0
501061,17
501326,31
501598,17
502484,21
502809,29
502848,21
502888,24
503824,13
504140,24
504263,9
504448,11
504455,17
504769,21
505150,29
505449,13
505488,23
505527,22
505620,1
505912,32
507545,23
507854,7
507927,10
508053,18
508713,16
509592,47
509884,10
510745,41
511964,22
512792,18
512994,37
513319,31
513364,58
513706,32
514034,58
514170,7
514176,13
514281,11
514446,54
514471,7
514756,31
515069,18
515273,23
515348,16
515698,32
516143,18
516707,17
516776,41
517327,18
517389,32
517756,18
517829,21
517918,38
518054,15
518248,5
518343,21
518369,30
518617,21
518625,2
518754,15
519184,58
519431,41
520215,17
520315,17
520379,22
520936,17
521022,1
521293,22
521375,17
522701,1
522844,31
523463,22
523682,58
523684,0
523930,15
524135,25
524179,24
524209,32
525155,58
525525,4
525655,29
526364,18
526892,22
528391,2
528547,37
528720,18
528797,18
529018,30
529106,17
529551,4
529563,18
530661,37
531193,38
531289,4
531380,32
531415,38
531596,2
532018,1
532155,21
533609,21
533721,23
534072,38
534822,22
535024,22
535081,54
535142,5
535522,17
535748,0
535861,23
536264,30
536400,18
537887,31
537900,28
538214,0
538936,38
539143,1
539784,7
541711,17
541901,31
542465,22
543271,41
543977,22
543986,17
544131,23
544239,9
544424,17
544549,38
544664,58
545384,18
545693,17
546100,6
546184,18
546581,17
546829,36
547114,38
547329,36
547457,37
547992,9
548419,22
548707,54
548886,22
549001,21
550146,21
550276,22
550473,4
550571,41
551829,17
552180,7
552387,21
552600,1
553727,4
554773,37
554948,32
556129,51
556796,10
557213,57
557638,32
557785,37
558682,21
558791,37
558802,22
559462,25
559658,24
560307,13
560895,4
561020,21
561980,38
562164,15
562185,38
562310,41
562394,30
563108,44
563328,38
564202,2
564521,37
564863,30
564998,2
565424,2
566461,24
567118,22
567426,58
567443,15
567996,4
568104,38
569212,1
569541,21
571145,28
571169,15
571440,7
571808,21
572100,21
572665,32
572945,30
573034,18
573555,1
573780,38
573791,38
574200,29
574208,5
574321,37
575470,13
575717,22
575885,31
575946,47
576072,22
576553,38
577373,7
578091,1
579329,29
579432,11
579655,5
579954,21
580063,22
580946,58
581489,30
581609,2
581617,21
581741,5
582139,4
582155,17
582223,5
582240,38
582728,58
583133,22
585091,22
585435,22
588708,32
588774,38
589030,22
589757,31
589763,32
589765,38
590190,17
590539,9
590657,18
590768,21
591044,18
591790,22
592237,16
592554,38
593102,13
594700,38
595359,36
595613,23
597093,5
597322,38
597428,41
597547,51
597621,2
598068,25
598848,22
599130,31
599243,1
599294,7
600077,4
600370,28
600540,54
600771,22
601113,58
601142,32
602912,21
603015,18
603973,38
604060,13
604413,1
604537,31
604596,58
604734,21
604744,44
604861,25
605650,31
606056,30
606865,58
606871,11
607751,25
608146,22
608321,5
608629,23
608724,38
608732,23
608928,13
609326,38
609558,37
609886,4
610200,15
610457,1
610601,18
611265,38
611453,58
612116,37
612400,18
613606,31
614906,1
615274,11
615691,23
616640,28
616649,38
617366,23
617914,22
619109,56
619175,22
619700,41
619817,57
619841,1
619985,5
620160,22
621034,28
621171,18
621265,29
621443,7
621670,28
622656,11
623651,29
624147,56
624323,22
624634,17
625905,32
626439,13
627497,22
628792,23
628810,40
629159,32
629265,23
629379,58
629941,58
630320,21
630539,38
630872,32
631973,32
632511,38
632612,4
633497,18
633706,21
635055,29
635575,1
635893,21
636166,8
637205,32
637227,7
637825,36
638338,32
638706,0
639233,28
639576,25
639822,23
639906,15
641484,58
641919,22
642050,22
642563,25
642780,25
643018,18
643033,38
643953,24
644135,2
644379,16
644712,38
645018,0
645048,5
645609,56
645885,18
646184,5
647961,17
648208,1
648523,58
648602,30
648987,31
649653,23
650162,30
650233,37
650369,32
650529,17
650965,17
651508,38
652143,18
652419,22
653440,17
653766,22
653847,22
653863,4
654197,32
654414,22
654451,38
654643,13
654863,2
656158,58
656338,22
657277,21
657873,22
657970,18
658333,22
658785,22
658888,18
659005,7
659499,18
659637,22
660384,2
661693,15
661925,18
663461,15
663949,30
666029,28
666667,16
666797,21
666882,8
667114,13
667417,18
667688,21
667883,22
668144,37
668537,38
668845,15
668992,6
669075,4
669320,22
670167,22
670397,32
670449,4
670568,13
670602,38
670805,54
671193,51
671849,23
672011,5
672569,18
672658,16
674265,1
674274,38
675171,17
675403,27
676514,54
677378,13
677723,21
679506,31
679725,30
680463,30
680677,4
680996,38
681150,21
681395,23
681921,18
681938,44
681970,57
682004,18
682408,4
682873,21
683014,21
684197,18
684544,30
684556,22
685944,23
686425,30
686504,18
687219,58
687325,30
687543,38
688104,17
689371,21
690086,21
690766,38
690866,22
691178,17
691463,42
691579,5
692149,22
692192,30
692212,38
692306,24
693180,38
693969,0
694086,31
694921,7
695578,0
696155,51
696459,38
696574,5
696657,11
697423,22
697863,21
699993,41
700113,23
700840,22
701062,32
701137,27
701187,18
701345,5
701637,15
701963,21
702975,54
703024,17
703332,38
704230,8
704303,9
704416,38
705189,23
705919,17
706477,22
707188,32
707223,7
707610,54
707694,37
708059,56
708826,30
709232,30
709685,21
709986,21
710554,16
710983,32
711228,17
711413,13
711442,21
711582,15
712217,32
713099,22
713134,11
713255,22
713628,1
714381,29
714588,36
715102,4
715506,21
715540,21
716740,31
717491,18
717657,38
718679,2
719514,31
719852,24
721062,9
721816,32
722051,4
722263,23
722714,36
722904,21
723551,44
723730,54
723893,2
724629,18
724721,21
724847,17
725328,22
725446,22
725759,17
725909,58
725976,22
726720,30
727192,17
727325,30
727948,2
728753,18
729403,2
729910,58
730073,29
732203,38
732327,38
732741,13
732742,18
733696,32
733840,38
733870,22
734138,1
734568,30
734611,8
735251,9
736034,30
736057,21
736127,38
736140,36
736915,30
737110,42
737266,30
737680,37
738198,23
738428,22
738634,37
738649,2
738994,22
739419,22
739927,17
740268,41
740358,21
740954,4
741005,42
741151,22
741590,21
741880,4
742770,23
743269,7
743796,18
743921,4
744556,31
744789,21
745938,24
746182,4
747035,7
747246,23
747411,22
747569,2
747712,29
748197,21
748615,1
749027,23
749671,5
749880,7
750289,41
750725,11
750824,22
752488,16
752898,11
755286,41
755624,23
756058,4
756069,58
756398,30
756408,13
756724,18
757363,11
757912,32
758288,23
758307,18
758553,38
759558,22
760138,58
760842,0
761184,9
761556,37
762145,22
762378,16
763474,21
763644,38
763815,23
764782,25
765216,38
765552,11
765871,22
766103,41
766528,30
767842,24
768788,58
769309,36
769429,2
769576,56
769749,23
769857,37
770205,44
770637,44
771207,22
771890,15
772021,41
773119,1
773200,22
774614,1
775552,18
776017,18
776168,18
776322,21
776339,23
776489,8
776601,22
776695,23
776711,58
777734,1
777789,31
777932,21
778003,54
778072,36
778296,4
778409,9
779195,2
779319,25
780043,9
780250,38
780355,26
780480,23
780805,22
780880,7
781983,18
782447,4
783319,2
783479,22
783498,21
783666,23
785033,44
785394,18
785412,31
785636,17
787086,4
787625,22
789543,1
789969,22
790550,22
791375,16
792151,1
792266,1
792837,38
792924,22
793505,38
793696,54
793999,17
794815,29
794897,4
795024,16
795253,4
795274,23
795442,5
795462,15
795680,44
795791,9
796011,25
796252,31
796519,17
796553,23
796654,32
797327,21
798474,31
798597,25
799132,41
799534,29
799858,1
800011,41
801318,7
801615,54
802402,18
802428,38
802744,22
803181,7
803349,22
804192,9
804197,38
804226,18
804274,21
804350,40
805094,18
805694,21
806291,13
806389,38
806752,30
807165,11
807179,8
807475,38
807990,13
808449,8
808590,38
808749,32
808756,30
808816,30
808946,29
810446,41
811123,21
811853,9
812141,10
813177,38
813612,37
813654,24
813819,32
814941,41
815510,56
815602,0
815787,21
816111,22
816336,31
816778,24
817254,41
817340,57
818194,13
818304,27
818349,44
818382,18
820121,23
821162,22
822292,1
822722,22
822737,41
822801,54
822915,32
823678,32
824020,0
824157,31
824509,58
824625,1
824629,23
824952,7
825269,22
825693,16
826191,38
826668,10
828769,2
828963,16
829468,37
830774,15
831096,41
832292,31
832356,32
832457,13
832757,31
833263,7
833289,58
833408,18
834531,13
834756,4
835220,0
835559,22
835689,21
836396,31
836461,4
837337,54
838771,1
838973,10
839398,21
839729,26
839849,29
840054,44
840474,27
841151,4
841894,30
842118,42
842162,13
844236,47
844281,51
844958,12
845262,13
845467,4
846102,22
846213,0
846221,29
846855,8
847171,51
848506,22
848617,32
848635,30
848995,25
849174,30
849435,13
850502,57
850587,22
850616,21
850722,4
851219,37
851358,32
851519,57
851608,30
851744,58
852008,11
852237,13
852528,54
853118,22
854445,33
854482,17
854813,9
855271,4
855590,41
855832,22
856657,0
856681,51
856818,30
857417,2
857527,0
857590,22
858399,31
858446,7
858904,2
859136,31
859206,29
859227,15
859329,38
859607,17
859714,24
860335,32
860525,1
860578,24
861072,22
861125,17
862566,1
863266,21
863279,2
863895,18
863926,22
865075,54
865548,10
865644,21
865960,18
866449,26
866520,7
866602,32
867231,58
867450,41
867457,30
867774,1
867923,0
867933,37
868454,38
869115,32
869253,18
869311,10
869443,13
870033,18
870064,58
870284,51
871484,21
871512,47
871745,31
871807,24
871843,18
872022,32
872680,58
872914,58
873015,21
873984,5
874027,31
874149,44
874931,24
875821,10
876328,13
876722,17
877041,7
877558,58
878262,18
878276,17
880108,31
880417,41
880805,7
880924,8
881092,18
881590,11
881775,23
882132,31
882454,32
882714,8
882715,23
882782,41
883440,18
884155,18
885206,16
885553,27
886655,37
886971,18
887915,32
888031,18
888289,2
888384,11
888999,15
889158,30
890685,23
890731,21
891240,32
891714,41
891835,0
891878,21
893137,17
893599,21
893642,21
893823,44
893884,1
894141,41
894228,1
894471,32
894968,23
895278,2
895521,40
895629,37
895872,56
897513,22
897990,22
898230,22
898337,22
900003,26
900126,4
900661,56
901245,22
901564,17
902499,18
902658,5
902793,11
902889,36
902997,38
903434,23
903485,56
904600,4
904602,38
904744,18
904913,13
906249,25
906306,18
907005,2
907213,58
907463,58
907505,1
908214,30
908276,2
908350,58
908351,13
908568,22
909041,18
909316,13
909481,21
909517,38
910225,18
910916,21
911584,16
911630,32
912002,22
912178,42
912247,2
912548,22
912757,1
912784,38
913315,38
913606,22
914299,13
914555,18
914842,25
